image_id,filename,image_sha256,source_image_id,source_filename,transform,transform_family,label_quartile,baseline_outcome,attractiveness_mean,identity_group,width,height,timestamp,outcome,refusal,cause,pose_warning,sil_retry,routing,attempted_route,final_route,model_scheduled,skin_frac,framing,person_frac,override,crop_side_px,crop_padding_fraction,crop_outside,gate_band,gate_tilt,gate_yaw,skel_symmetry,model_raw,geom_bp_m,geom_cv_m,geom_bp_f,geom_cv_f,geom_cues,public_score,bp,bp_continuous,bp_band,cv,cv_continuous,cv_band,sex,sex_conf,sex_source,reliability,tier0_ffmi,tier0_bf,crosscheck,storage_invariant
T040__pad_tall_black,T040__pad_tall_black.jpg,9bd5f82ccb8e79a9bce7ba380a59c12d8cda4b8fc33e5c3c2cc41f1fcb3f7424,T040,T040.jpg,pad_tall_black,padding_aspect,4,scored,8.29,T040,961,2318,,scored,,,,0,clothed→model,model,model,true,1%,full,0.758,,2021.8851,0.52470098,true,pass,0.0040,7.9,0.0070,38.571,56.14,67.02,73.99,76.25,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.20,6.57–9.57,7.00,7.20,6.57–9.57,unknown,62%,unconfirmed,,,,,true
T040__canvas_light_gray,T040__canvas_light_gray.jpg,8f9572c1db8d82ce37bbad39867034f8c55714fb991f142f1b06fede22cfcae9,T040,T040.jpg,canvas_light_gray,background_canvas,4,scored,8.29,T040,1201,2229,,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,This body is too side-on for frontal width ratios. Use a front-facing photo.,0,,,,false,,,,,,,,profile,,,,,,,,,,,,,,,,,,,,,,,,true
T040__aspect_squeeze_80,T040__aspect_squeeze_80.jpg,4dded59b499cb1746f4deba9b08d6e83b9db0fb357f0e606a354f8c72676d065,T040,T040.jpg,aspect_squeeze_80,padding_aspect,4,scored,8.29,T040,769,1783,,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,This body is too side-on for frontal width ratios. Use a front-facing photo.,0,,,,false,,,,,,,,profile,,,,,,,,,,,,,,,,,,,,,,,,true
T040__resolution_256,T040__resolution_256.jpg,b0dac0253fe00d14d182f3468c94e54f814ffc028c2be9273f7c0fcf2c0eee8d,T040,T040.jpg,resolution_256,resolution,4,scored,8.29,T040,138,256,,scored,,,,0,clothed→model,model,model,true,5%,full,0.967,,284.7809,0.56439043,true,pass,0.0095,7.9,0.0077,38.611,59.29,69.43,70.65,74.58,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.21,6.58–10.00,7.00,7.21,6.58–10.00,f,,guess,,,,,true
T040__brightness_70,T040__brightness_70.jpg,f0e44f43b1a31c1719f5f0ce2f277bb419110b15d36f2ceb2a300ca6dd4b444a,T040,T040.jpg,brightness_70,lighting,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.969,,1987.9008,0.56640394,true,pass,0.0056,6.1,0.0106,40.654,57.91,68.39,72.15,75.76,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.44,6.72–10.00,7.50,7.44,6.72–10.00,unknown,57%,unconfirmed,,,,,true
T040__brightness_130,T040__brightness_130.jpg,8424cb7022f21fc254e16d83bec4d627fedc799e0a88482370416c3c1ac00103,T040,T040.jpg,brightness_130,lighting,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,4%,full,0.971,,1991.6490,0.56803445,true,pass,0.0142,17.5,0.0176,42.415,57.11,67.88,73.69,76.73,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.69,6.84–10.00,7.50,7.69,6.84–10.00,unknown,56%,unconfirmed,,,,,true
T040__contrast_70,T040__contrast_70.jpg,154bade5e3506284c43d1b69c821481e052d6fd9d2d2576374f7391833a0a32f,T040,T040.jpg,contrast_70,lighting,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.965,,1979.3387,0.56264461,true,pass,0.0111,3.8,0.0061,40.207,57.64,68.11,71.89,75.48,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.42,6.70–10.00,7.50,7.42,6.70–10.00,unknown,56%,unconfirmed,,,,,true
T040__contrast_130,T040__contrast_130.jpg,feacf7fa48c188b539e8ff3ba6a572ceef010adddc937633498a0775ac550e1f,T040,T040.jpg,contrast_130,lighting,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,3%,full,0.972,,1993.7533,0.56894581,true,pass,0.0075,13.7,0.0151,41.046,57.16,67.65,72.18,75.51,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.46,6.73–10.00,7.50,7.46,6.73–10.00,unknown,64%,unconfirmed,,,,,true
T040__side_lighting,T040__side_lighting.jpg,70c66296f4b0c150d9d088ff04e4ef82c58e7d085f8fa9f354a7ea610bbbf014,T040,T040.jpg,side_lighting,lighting,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,3%,full,0.973,,1995.6643,0.56977094,true,pass,0.0088,12.0,0.0150,41.421,56.85,67.52,72.95,76.47,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.50,6.75–10.00,7.50,7.50,6.75–10.00,f,,guess,,,,,true
T040__jpeg_q35,T040__jpeg_q35.jpg,f4d6fade8564c08d9ba0d3d70daccfedd91adaee42f7c8c7639978d93a57390a,T040,T040.jpg,jpeg_q35,jpeg,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.972,,1992.0152,0.56819324,true,pass,0.0204,14.8,0.0152,40.520,57.74,68.33,72.76,76.19,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.44,6.71–10.00,7.50,7.44,6.71–10.00,unknown,52%,unconfirmed,,,,,true
T040__rotate_3,T040__rotate_3.jpg,dd760b0f54c6be312dd97486c2c66919ad0ef58a9bf30abe3f9b4b75f324a5be,T040,T040.jpg,rotate_3,rotation_camera_like,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,2%,full,0.971,,1991.3905,0.56792230,true,pass,0.0243,9.6,0.0479,41.244,57.18,67.55,72.49,76.01,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.48,6.74–10.00,7.50,7.48,6.74–10.00,unknown,54%,unconfirmed,,,,,true
T040__perspective_mild,T040__perspective_mild.jpg,cf14c9604a52871b06410915a18d788d9bed38b1c202be125623c75195b51b8e,T040,T040.jpg,perspective_mild,rotation_camera_like,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,4%,full,0.981,,2011.0295,0.57632011,true,pass,0.0154,17.0,0.0136,40.492,57.45,68.16,73.39,76.25,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.44,6.71–10.00,7.50,7.44,6.71–10.00,unknown,55%,unconfirmed,,,,,true
T040__gaussian_blur_1_5,T040__gaussian_blur_1_5.jpg,2a9834845d4e28568c5d440e47e9b76ecfc9d824872589adf64d578135335c77,T040,T040.jpg,gaussian_blur_1_5,rotation_camera_like,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.973,,1994.9183,0.56944911,true,pass,0.0131,14.4,0.0146,41.277,57.69,68.34,73.17,76.07,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.49,6.74–10.00,7.50,7.49,6.74–10.00,unknown,68%,unconfirmed,,,,,true
